RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score,interpretation
26305,11216,W PLEASANT ST,Local Access,1,771,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,771,0,Nothing
12776,10105,TIETON PL NW,Local Access,1,1304,Rural,1304,1304,NA,NA,4,4,NA,3,5,5,10,10,1304,13040,Good
12776,19372,TIETON PL NW,Local Access,1,764,Rural,764,13,NA,NA,4,4,NA,3,5,5,10,10,13,130,Good
19944,10994,NW KEARNEY RD,Local Access,2,776,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,776,0,Nothing
19800,5847,NW ELDORADO BLVD,Local Access,2,2372,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2372,0,Nothing
19777,10629,NW BRIGHTWAY ST,Local Access,2,354,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,354,0,Nothing
19944,19376,NW KEARNEY RD,Local Access,2,600,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,600,0,Nothing
19950,12301,ARGYLE CT NW,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0,Nothing
19942,12033,NW BRAEMAR DR,Local Access,2,90,Urban,90,57,NA,3,NA,NA,5,NA,1,0,1,1,57,57,Poor
26305,3400,W PLEASANT ST,Local Access,2,224,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,0,Nothing
25830,9090,VICTORY DR SW,Local Access,1,1983,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1983,0,Nothing
10609,2065,W BELFAIR VALLEY RD,Minor Arterial,2,642,Urban,642,602,NA,NA,3,3,6,NA,1,1,2,2,602,1204,Poor
26030,9928,FEIGLEY RD W,Local Access,1,355,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,355,0,Nothing
500,19373,NORTH URBAN AVE NE,Local Access,1,435,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,435,0,Nothing
500,3861,NORTH URBAN AVE NE,Local Access,1,710,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,710,0,Nothing
35090,6000,RICHARDS AVE SE,Local Access,1,744,Rural,744,739,NA,NA,3,5,NA,3,5,5,10,10,739,7390,Good
35090,6000,RICHARDS AVE SE,Local Access,1,744,Rural,744,4,NA,NA,3,5,NA,3,5,5,10,10,4,40,Good
19942,2237,NW BRAEMAR DR,Local Access,2,174,Urban,174,174,NA,3,NA,NA,5,NA,1,0,1,1,174,174,Poor
19941,9517,NW NEWPORT CT,Local Access,2,726,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,726,0,Nothing
19970,6422,CALEDONIA CT NW,Local Access,2,177,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,177,0,Nothing
15450,16129,SAM CHRISTOPHERSON AVE W,Local Access,2,730,Urban,730,730,NA,NA,7,7,5,NA,2,2,4,4,730,2920,Minimum
15450,16130,SAM CHRISTOPHERSON AVE W,Local Access,2,183,Urban,183,183,NA,NA,7,7,5,NA,2,2,4,4,183,732,Minimum
15450,330,SAM CHRISTOPHERSON AVE W,Local Access,2,538,Urban,538,535,NA,NA,7,7,5,NA,2,2,4,4,535,2140,Minimum
25830,16381,VICTORY DR SW,Local Access,1,598,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,598,0,Nothing
71991,2959,DIVISION AVE NE,Local Access,1,767,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,767,0,Nothing
35090,19377,RICHARDS AVE SE,Local Access,1,548,Rural,548,10,NA,NA,3,5,NA,3,5,5,10,10,10,100,Good
25830,16230,VICTORY DR SW,Local Access,1,2299,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2299,0,Nothing
26420,9714,SW CLAIR RD,Local Access,1,752,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,752,0,Nothing
15420,5884,W FRONE DR,Local Access,2,535,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,535,0,Nothing
15510,12668,THORSON RD W,Local Access,2,1026,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1026,0,Nothing
26130,19147,HAWTHORNE AVE W,Local Access,1,93,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93,0,Nothing
19942,3903,NW BRAEMAR DR,Local Access,2,207,Urban,207,207,NA,3,NA,NA,5,NA,1,0,1,1,207,207,Poor
19860,12591,NW COREY CT,Local Access,2,346,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,346,0,Nothing
19803,2150,NW DORADO CT,Local Access,2,269,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269,0,Nothing
19802,8680,NW DORADO LN,Local Access,2,178,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,178,0,Nothing
19802,4725,NW DORADO LN,Local Access,2,168,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168,0,Nothing
34900,435,SE INWOOD LN,Local Access,1,370,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,370,0,Nothing
34710,2059,CLOVER VALLEY RD SE,Local Access,1,926,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,926,0,Nothing
34710,2831,CLOVER VALLEY RD SE,Local Access,1,578,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,578,0,Nothing
33600,5503,SE BIELMEIER RD,Major Collector,2,1206,Urban,1206,1206,NA,NA,4,3,6,NA,1,1,2,2,1206,2412,Poor
34900,5581,SE INWOOD LN,Local Access,1,612,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,612,0,Nothing
30404,8486,HILLRIDGE PL SE,Local Access,2,267,Urban,267,267,NA,NA,3,3,5,NA,1,1,2,2,267,534,Poor
34710,10705,CLOVER VALLEY RD SE,Local Access,1,530,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,530,0,Nothing
35470,427,PAR FORE DR SE,Local Access,1,245,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,245,0,Nothing
21730,19379,SQUARE LAKE RD SW,Local Access,1,474,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,474,0,Nothing
21730,79,SQUARE LAKE RD SW,Local Access,1,648,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,648,0,Nothing
21730,11073,SQUARE LAKE RD SW,Local Access,1,763,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,763,0,Nothing
34720,529,SE FIRMONT DR,Local Access,1,2037,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2037,0,Nothing
34720,1437,SE FIRMONT DR,Local Access,1,182,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0,Nothing
31710,785,PRICE RD SE,Local Access,1,906,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,906,0,Nothing
40490,14881,HARRIS RD SE,Local Access,0,427,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,427,0,Nothing
35760,14517,SE LAKE VALLEY RD,Local Access,1,217,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,217,0,Nothing
40490,4750,HARRIS RD SE,Local Access,2,339,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,339,0,Nothing
40490,13322,HARRIS RD SE,Local Access,2,200,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200,0,Nothing
13862,945,NW WALGREN DR,Local Access,2,271,Urban,271,271,3,NA,NA,NA,5,NA,0,1,1,1,271,271,Poor
13862,1314,NW WALGREN DR,Local Access,2,117,Urban,117,117,3,NA,NA,NA,5,NA,0,1,1,1,117,117,Poor
100,2966,DECATUR AVE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
13950,7900,ERIE AVE NW,Local Access,2,833,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,833,0,Nothing
40198,6799,TURLEY LOOP SE,Local Access,2,727,Urban,727,724,NA,3,NA,NA,5,NA,1,0,1,1,724,724,Poor
19801,7357,PROVOST RD NW,Major Collector,2,467,Urban,467,467,NA,NA,6,6,6,NA,2,2,4,4,467,1868,Minimum
40490,3189,HARRIS RD SE,Local Access,2,547,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,547,0,Nothing
30509,2120,LONG LAKE RD SE,Major Collector,1,209,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209,0,Nothing
34205,1874,SE CEDAR RD,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
46090,7515,RETSIL RD E,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
600,18172,NW TRIDENT BLVD,Local Access,1,28,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,0,Nothing
600,18690,MCKITTRRICK RD,Local Access,1,60,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,0,Nothing
600,18691,MCKITTRRICK RD,Local Access,1,54,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,0,Nothing
100,15945,DECATUR AVE,Local Access,2,73,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73,0,Nothing
100,14110,MITCHELL AVE,Major Collector,2,9,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,Nothing
600,15290,SHARPLEY RD,Local Access,1,1324,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1324,0,Nothing
29340,7754,SW BIRCH RD,Local Access,2,281,Urban,281,264,NA,NA,1,NA,5,NA,0,1,1,1,264,264,Poor
29340,7754,SW BIRCH RD,Local Access,2,281,Urban,281,16,NA,NA,1,NA,5,NA,0,1,1,1,16,16,Poor
29340,7754,SW BIRCH RD,Local Access,2,281,Urban,281,0,NA,NA,NA,1,5,NA,1,0,1,1,0,0,Poor
46630,1765,HENRY HANSON RD SE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,17051,MCCORMICK WOODS DR SW,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,18023,TREMONT ST W,Minor Arterial,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
21109,18028,SIDNEY RD SW,Minor Arterial,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
46820,18214,SE LOVELL ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
43910,352,PAYSENO LN SE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
22409,16601,SW OLD CLIFTON RD,Minor Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
42009,9104,OLNEY AVE SE,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
26110,2411,OUR PL SW,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
26031,15105,OUR PL SW,Local Access,1,0,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,18074,LAWRENCE ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,15530,DECATUR AVE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
20509,16603,GLENWOOD RD SW,Minor Arterial,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,15524,DECATUR AVE,Local Access,2,47,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47,0,Nothing
21109,16608,SIDNEY RD SW,Minor Arterial,2,0,Urban,0,0,NA,NA,6,NA,6,NA,0,2,2,2,0,0,Poor
600,10509,BULLHEAD RD,Local Access,1,268,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,268,0,Nothing
100,11841,MELCHER ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,10450,SW OLD CLIFTON RD,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
100,4747,STOCKTON ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
19773,875,ELDORADO PL NW,Local Access,2,224,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,0,Nothing
19870,11207,CAMERON LN NW,Local Access,2,311,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,311,0,Nothing
19750,4551,CHICO BEACH DR NW,Local Access,2,328,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,328,0,Nothing
19750,6918,CHICO BEACH DR NW,Local Access,2,314,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,0,Nothing
20227,12403,SW STATION CIR,Local Access,1,3494,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3494,0,Nothing
19807,4611,NW CASCADE ST,Local Access,2,322,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,322,0,Nothing
19807,5412,NW CASCADE ST,Local Access,2,536,Urban,536,528,3,NA,NA,NA,5,NA,0,1,1,1,528,528,Poor
19807,7921,NW CASCADE ST,Local Access,2,180,Urban,180,152,3,NA,NA,NA,5,NA,0,1,1,1,152,152,Poor
19813,8548,INLET VIEW CT NW,Local Access,2,232,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,232,0,Nothing
19781,12847,PERIDOT PL NW,Local Access,2,265,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0,Nothing
19490,13019,TRAILS END RD NW,Local Access,1,1287,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1287,0,Nothing
19835,2093,BARNARD WAY NW,Local Access,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0,Nothing
19833,3625,ADDIE PL NW,Local Access,2,111,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,111,0,Nothing
19841,4886,MONACO PL NW,Local Access,2,597,Urban,597,597,NA,NA,NA,2,5,NA,1,0,1,1,597,597,Poor
19835,6720,BARNARD WAY NW,Local Access,2,469,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,469,0,Nothing
19837,8310,COBI PL NW,Local Access,2,273,Urban,273,272,NA,NA,NA,2,5,NA,1,0,1,1,272,272,Poor
19807,3441,NW CASCADE ST,Local Access,2,1092,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1092,0,Nothing
19807,1741,NW CASCADE ST,Local Access,2,299,Urban,299,255,3,NA,NA,NA,5,NA,0,1,1,1,255,255,Poor
33350,5413,PHILLIPS RD SE,Major Collector,2,972,Urban,972,965,NA,NA,5,5,6,NA,1,1,2,2,965,1930,Poor
33350,5413,PHILLIPS RD SE,Major Collector,2,972,Urban,972,9,NA,NA,5,5,6,NA,1,1,2,2,9,18,Poor
30519,4043,OLALLA VALLEY RD SE,Major Collector,1,1992,Rural,1992,1992,NA,NA,4,4,NA,6,3,3,6,6,1992,11952,Adequate
34706,4044,UPTON PARK PL SE,Local Access,2,517,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,517,0,Nothing
32309,4061,BANNER RD SE,Major Collector,1,868,Rural,868,868,NA,NA,5,5,NA,6,3,3,6,6,868,5208,Adequate
7003,16564,NW COMYN RD,Local Access,1,902,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,902,0,Nothing
21107,16616,BETHEL RD SE,Minor Arterial,2,0,Urban,0,0,NA,NA,4,4,6,NA,1,1,2,2,0,0,Poor
100,16620,MITCHELL AVE,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
46730,18607,RUSSELL AVE SE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
19820,14336,NW TERRACE VIEW DR,Local Access,2,592,Urban,592,38,3,NA,NA,NA,5,NA,0,1,1,1,38,38,Poor
13429,11219,NW NEWBERRY HILL RD,Minor Arterial,2,193,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,0,Nothing
13429,9132,NW NEWBERRY HILL RD,Principal Arterial,2,238,Urban,238,4,NA,NA,4,4,6,NA,1,1,2,2,4,8,Poor
13429,14429,NW NEWBERRY HILL RD,Principal Arterial,2,121,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,121,0,Nothing
19515,5448,SILVERDALE WAY NW,Principal Arterial,2,451,Urban,451,451,NA,NA,7,7,6,NA,2,2,4,4,451,1804,Minimum
19460,2656,TRAILS END RD NW,Local Access,1,167,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0,Nothing
30509,16539,LONG LAKE RD SE,Minor Arterial,1,257,Rural,257,250,NA,NA,3,3,NA,4,1,1,2,2,250,500,Poor
30509,16539,LONG LAKE RD SE,Minor Arterial,1,257,Rural,257,7,NA,NA,3,NA,NA,4,0,1,1,1,7,7,Poor
30509,8811,LONG LAKE RD SE,Minor Arterial,1,4492,Rural,4492,4492,NA,NA,3,3,NA,4,1,1,2,2,4492,8984,Poor
10420,6986,NW OLD HOLLY HILL RD,Local Access,1,731,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,731,0,Nothing
10420,7667,NW OLD HOLLY HILL RD,Local Access,1,3923,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3923,0,Nothing
12009,2346,NW HOLLY RD,Major Collector,1,1032,Rural,1032,1032,NA,NA,6,6,NA,6,5,5,10,10,1032,10320,Good
11709,16132,SEABECK HWY NW,Major Collector,1,3432,Rural,3432,1237,NA,NA,3,3,NA,6,1,1,2,2,1237,2474,Poor
11709,16132,SEABECK HWY NW,Major Collector,1,3432,Rural,3432,1244,NA,NA,4,4,NA,6,3,3,6,6,1244,7464,Adequate
11709,16132,SEABECK HWY NW,Major Collector,1,3432,Rural,3432,563,NA,NA,4,4,NA,6,3,3,6,6,563,3378,Adequate
11709,16132,SEABECK HWY NW,Major Collector,1,3432,Rural,3432,385,NA,NA,3,3,NA,6,1,1,2,2,385,770,Poor
19153,14534,ERLANDS POINT RD NW,Major Collector,1,261,Rural,261,235,NA,NA,1,1,NA,6,1,1,2,2,235,470,Poor
19153,14534,ERLANDS POINT RD NW,Major Collector,1,261,Rural,261,31,NA,NA,1,1,NA,6,1,1,2,2,31,62,Poor
13423,5533,SESAME ST NW,Local Access,1,2263,Rural,2263,2262,NA,NA,4,4,NA,3,5,5,10,10,2262,22620,Good
11709,8231,SEABECK HWY NW,Minor Arterial,1,714,Rural,714,714,NA,NA,3,3,NA,4,1,1,2,2,714,1428,Poor
30519,9142,OLALLA VALLEY RD SE,Major Collector,1,763,Rural,763,745,NA,NA,4,4,NA,6,3,3,6,6,745,4470,Adequate
30519,9142,OLALLA VALLEY RD SE,Major Collector,1,763,Rural,763,17,NA,NA,4,4,NA,6,3,3,6,6,17,102,Adequate
25009,7891,SW LAKE FLORA RD,Minor Arterial,1,2088,Rural,2088,2088,NA,NA,4,4,NA,4,5,5,10,10,2088,20880,Good
36200,2672,VIEW PARK RD SE,Local Access,1,1510,Rural,1510,1510,NA,NA,2,2,NA,3,1,1,2,2,1510,3020,Poor
10810,8341,NW STAVIS BAY RD,Local Access,1,2758,Rural,2758,2758,NA,NA,1,1,NA,3,1,1,2,2,2758,5516,Poor
10420,16087,NW OLD HOLLY HILL RD,Local Access,1,2420,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2420,0,Nothing
11070,6715,MIAMI BEACH RD NW,Local Access,1,902,Rural,902,902,NA,NA,2,2,NA,3,1,1,2,2,902,1804,Poor
11070,16121,MIAMI BEACH RD NW,Local Access,1,449,Rural,449,449,NA,NA,2,2,NA,3,1,1,2,2,449,898,Poor
11070,16122,MIAMI BEACH RD NW,Local Access,1,172,Rural,172,172,NA,NA,2,2,NA,3,1,1,2,2,172,344,Poor
12880,6484,NW WILDCAT LAKE RD,Local Access,1,4745,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4745,0,Nothing
10700,16125,NW HITE CENTER RD,Local Access,1,686,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,686,0,Nothing
42970,16138,CELESTE CT SE,Local Access,2,440,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,440,0,Nothing
42970,16139,CELESTE CT SE,Local Access,2,449,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,449,0,Nothing
19519,10718,CHICO WAY NW,Minor Arterial,1,559,Rural,559,530,NA,NA,6,6,NA,4,5,5,10,10,530,5300,Good
19519,10718,CHICO WAY NW,Minor Arterial,1,559,Rural,559,29,NA,NA,6,6,NA,4,5,5,10,10,29,290,Good
19070,1287,NORTHLAKE WAY NW,Minor Arterial,1,1179,Rural,1179,1151,NA,NA,4,4,NA,4,5,5,10,10,1151,11510,Good
19070,1287,NORTHLAKE WAY NW,Minor Arterial,1,1179,Rural,1179,28,NA,NA,4,4,NA,4,5,5,10,10,28,280,Good
57604,1367,NW CLONINGER CT,Local Access,2,458,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,458,0,Nothing
18010,18448,CORBET DR NW,Major Collector,2,36,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,0,Nothing
57604,19224,NW CLONINGER CT,Local Access,2,342,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,342,0,Nothing
13510,19302,WARREN RD NW,Local Access,1,945,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,945,0,Nothing
29410,19303,WEYERS LN SW,Local Access,1,661,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,661,0,Nothing
11250,19304,WINTERBERRY PL NW,Local Access,1,847,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,847,0,Nothing
19776,19256,NW HIGHPOINT ST,Local Access,2,225,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,225,0,Nothing
46330,18634,ARNOLD AVE E,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
12770,12692,REDWING TRL NW,Local Access,1,956,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,956,0,Nothing
34741,16439,SE PROPERTY CT,Local Access,0,183,Unknown,183,183,5,NA,NA,NA,NA,NA,0,5,5,5,183,915,Adequate
34741,16440,SE PROPERTY CT,Local Access,0,215,Unknown,215,215,5,NA,NA,NA,NA,NA,0,5,5,5,215,1075,Adequate
34741,16442,SE PROPERTY CT,Local Access,0,90,Unknown,90,87,3,NA,NA,NA,NA,NA,0,5,5,5,87,435,Adequate
34741,16442,SE PROPERTY CT,Local Access,0,90,Unknown,90,90,NA,NA,NA,7,NA,NA,0,0,0,0,90,0,Nothing
34741,16441,SE PROPERTY CT,Local Access,0,311,Unknown,311,137,3,NA,NA,NA,NA,NA,0,5,5,5,137,685,Adequate
34741,16441,SE PROPERTY CT,Local Access,0,311,Unknown,311,134,NA,NA,NA,7,NA,NA,0,0,0,0,134,0,Nothing
34742,16436,ONALASKA LOOP SE,Local Access,0,763,Unknown,763,539,NA,5,NA,NA,NA,NA,5,0,5,5,539,2695,Adequate
34742,16436,ONALASKA LOOP SE,Local Access,0,763,Unknown,763,245,5,NA,NA,NA,NA,NA,0,5,5,5,245,1225,Adequate
34742,18139,ONALASKA LOOP SE,Local Access,0,262,Unknown,262,229,NA,5,NA,NA,NA,NA,5,0,5,5,229,1145,Adequate
34742,18139,ONALASKA LOOP SE,Local Access,0,262,Unknown,262,241,5,NA,NA,NA,NA,NA,0,5,5,5,241,1205,Adequate
34742,16433,ONALASKA LOOP SE,Local Access,0,159,Unknown,159,65,5,5,NA,NA,NA,NA,5,5,10,10,65,650,Good
11709,18295,SEABECK HWY NW,Minor Arterial,1,330,Rural,330,9,NA,NA,3,3,NA,4,1,1,2,2,9,18,Poor
11709,18295,SEABECK HWY NW,Minor Arterial,1,330,Rural,330,320,NA,NA,3,3,NA,4,1,1,2,2,320,640,Poor
19070,3845,NORTHLAKE WAY NW,Minor Arterial,1,912,Rural,912,912,NA,NA,4,4,NA,4,5,5,10,10,912,9120,Good
12009,18138,NW HOLLY RD,Major Collector,1,85,Rural,85,85,NA,NA,6,6,NA,6,5,5,10,10,85,850,Good
19020,10614,ORANGE DR NW,Local Access,1,1352,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1352,0,Nothing
19519,9728,CHICO WAY NW,Minor Arterial,1,1140,Rural,1140,1140,NA,NA,6,6,NA,4,5,5,10,10,1140,11400,Good
19519,2009,CHICO WAY NW,Minor Arterial,1,2406,Rural,2406,672,NA,NA,6,6,NA,4,5,5,10,10,672,6720,Good
19519,2009,CHICO WAY NW,Minor Arterial,1,2406,Rural,2406,1360,NA,NA,6,6,NA,4,5,5,10,10,1360,13600,Good
19519,2009,CHICO WAY NW,Minor Arterial,1,2406,Rural,2406,373,NA,NA,6,6,NA,4,5,5,10,10,373,3730,Good
19130,11747,NW COUNTRY LN,Local Access,1,234,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,234,0,Nothing
19130,1917,NW COUNTRY LN,Local Access,1,290,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,290,0,Nothing
11709,6346,SEABECK HWY NW,Minor Arterial,1,833,Rural,833,833,NA,NA,3,3,NA,4,1,1,2,2,833,1666,Poor
11709,9570,SEABECK HWY NW,Minor Arterial,1,1083,Rural,1083,1056,NA,NA,3,3,NA,4,1,1,2,2,1056,2112,Poor
11709,9570,SEABECK HWY NW,Minor Arterial,1,1083,Rural,1083,27,NA,NA,3,3,NA,4,1,1,2,2,27,54,Poor
10810,16146,NW STAVIS BAY RD,Local Access,1,214,Rural,214,214,NA,NA,1,1,NA,3,1,1,2,2,214,428,Poor
10810,16145,NW STAVIS BAY RD,Major Collector,1,125,Rural,125,125,NA,NA,1,1,NA,6,1,1,2,2,125,250,Poor
