RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,NAME,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
86672,2436,NE WHITE HORSE DR,Local Access,1,1491,Rural,1491,1 North,1 North,1491,NA,NA,3,3,NA,3,5,5,10,10,1491,14910
74610,13051,NE LINCOLN RD E,Local Access,1,1061,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1061,0
81240,7861,STEPHEN DR NE,Local Access,1,383,Rural,383,1 North,1 North,383,NA,NA,1,1,NA,3,1,1,2,2,383,766
80240,7701,NE LOUGHREY AVE,Local Access,1,707,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,707,0
80243,9736,WESTERN AVE NE,Local Access,1,329,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,329,0
80090,12437,ORCA DR NE,Local Access,1,1769,Rural,1769,1 North,1 North,1769,NA,NA,5,4,NA,3,5,5,10,10,1769,17690
80090,15004,ORCA DR NE,Local Access,1,335,Rural,335,1 North,1 North,335,NA,NA,5,4,NA,3,5,5,10,10,335,3350
80090,15003,ORCA DR NE,Local Access,1,739,Rural,739,1 North,1 North,739,NA,NA,5,4,NA,3,5,5,10,10,739,7390
86685,2158,SOUTH KINGSTON RD NE,Minor Collector,2,839,Urban,839,1 North,1 North,839,NA,NA,5,5,6,NA,1,1,2,2,839,1678
86685,2158,SOUTH KINGSTON RD NE,Minor Collector,2,839,Urban,839,1 North,1 North,0,NA,NA,4,NA,6,NA,0,1,1,1,0,0
86685,9977,SOUTH KINGSTON RD NE,Minor Collector,2,2359,Urban,2359,1 North,1 North,0,NA,NA,5,NA,6,NA,0,1,1,1,0,0
86685,9977,SOUTH KINGSTON RD NE,Minor Collector,2,2359,Urban,2359,1 North,1 North,2359,NA,NA,4,4,6,NA,1,1,2,2,2359,4718
86685,10640,SOUTH KINGSTON RD NE,Minor Collector,1,1977,Rural,1977,1 North,1 North,1977,NA,NA,4,4,NA,4,5,5,10,10,1977,19770
86685,10640,SOUTH KINGSTON RD NE,Minor Collector,1,1977,Rural,1977,1 North,1 North,0,NA,NA,NA,4,NA,4,5,0,5,5,0,0
86685,10826,SOUTH KINGSTON RD NE,Minor Collector,1,654,Rural,654,1 North,1 North,654,NA,NA,4,4,NA,4,5,5,10,10,654,6540
82640,7690,NE OLIVE DR,Local Access,1,719,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,719,0
86671,14193,NE WEST KINGSTON RD,Major Collector,2,24,Urban,24,1 North,1 North,24,NA,NA,6,6,6,NA,2,2,4,4,24,96
86685,11447,SOUTH KINGSTON RD NE,Minor Collector,2,317,Urban,317,1 North,1 North,317,NA,NA,5,5,6,NA,1,1,2,2,317,634
82520,11356,ANDORRA CT NE,Local Access,2,182,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0
8051,6771,SINGINGWOOD PL NE,Local Access,1,2063,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2063,0
8052,2283,TRANQUILITY PL NE,Local Access,1,1220,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1220,0
83695,10488,TUCKERMAN AVE NE,Local Access,2,146,Urban,146,1 North,1 North,111,3,NA,NA,NA,5,NA,0,1,1,1,111,111
80415,10048,INDIANOLA RD NE,Minor Collector,1,887,Rural,887,1 North,1 North,887,NA,NA,4,4,NA,4,5,5,10,10,887,8870
80415,10048,INDIANOLA RD NE,Minor Collector,1,887,Rural,887,1 North,1 North,0,NA,NA,4,4,NA,4,5,5,10,10,0,0
80410,11502,KITSAP ST NE,Local Access,1,518,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,0
57770,18571,CLEAR CREEK RD NW,Minor Arterial,1,638,Rural,638,1 North,1 North,638,NA,NA,1,1,NA,4,1,1,2,2,638,1276
57770,18577,CLEAR CREEK RD NW,Minor Arterial,1,351,Rural,351,1 North,1 North,351,NA,NA,1,1,NA,4,1,1,2,2,351,702
58640,2131,NW NORTH STAR DR,Local Access,1,1200,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1200,0
58509,13197,NW MOUNTAIN VIEW RD,Local Access,1,740,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,740,0
57770,12459,CLEAR CREEK RD NW,Minor Arterial,1,542,Rural,542,1 North,1 North,0,NA,NA,8,NA,NA,4,0,5,5,5,0,0
57770,12459,CLEAR CREEK RD NW,Minor Arterial,1,542,Rural,542,1 North,1 North,542,NA,NA,8,8,NA,4,5,5,10,10,542,5420
58509,977,NW MOUNTAIN VIEW RD,Local Access,1,247,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0
57770,13199,CLEAR CREEK RD NW,Minor Arterial,1,617,Rural,617,1 North,1 North,214,NA,NA,8,8,NA,4,5,5,10,10,214,2140
58730,1895,WILCOX RD NW,Local Access,1,1577,Rural,1577,1 North,1 North,524,NA,NA,3,3,NA,3,5,5,10,10,524,5240
58730,1895,WILCOX RD NW,Local Access,1,1577,Rural,1577,1 North,1 North,213,NA,NA,3,3,NA,3,5,5,10,10,213,2130
58850,5043,VINCENT RD NW,Local Access,1,137,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137,0
74200,868,VIKING WAY NW,Minor Arterial,1,1547,Rural,1547,1 North,1 North,1547,NA,NA,7,7,NA,4,5,5,10,10,1547,15470
74200,868,VIKING WAY NW,Minor Arterial,1,1547,Rural,1547,1 North,1 North,0,NA,NA,NA,7,NA,4,5,0,5,5,0,0
59790,4132,HALLMAN RD NW,Local Access,1,4775,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4775,0
59725,4458,SCANDIA RD NW,Local Access,1,1263,Rural,1263,1 North,1 North,1260,NA,NA,NA,2,NA,3,1,0,1,1,1260,1260
59725,4458,SCANDIA RD NW,Local Access,1,1263,Rural,1263,1 North,1 North,1251,NA,NA,2,NA,NA,3,0,1,1,1,1251,1251
74200,1818,VIKING WAY NW,Minor Arterial,1,4077,Rural,4077,1 North,1 North,4077,NA,NA,7,7,NA,4,5,5,10,10,4077,40770
74200,1818,VIKING WAY NW,Minor Arterial,1,4077,Rural,4077,1 North,1 North,0,NA,NA,7,NA,NA,4,0,5,5,5,0,0
58850,4871,VINCENT RD NW,Local Access,1,203,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,203,0
58971,15061,COX AVE NW,Local Access,1,1321,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1321,0
19515,10470,SILVERDALE WAY NW,Minor Arterial,1,510,Rural,510,1 North,1 North,510,NA,NA,8,8,NA,4,5,5,10,10,510,5100
58821,12129,NW LUOTO CT,Local Access,1,250,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,0
58821,7003,NW LUOTO CT,Local Access,1,1147,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1147,0
19515,5617,SILVERDALE WAY NW,Minor Arterial,1,737,Rural,737,1 North,1 North,725,NA,NA,8,8,NA,4,5,5,10,10,725,7250
19515,5617,SILVERDALE WAY NW,Minor Arterial,1,737,Rural,737,1 North,1 North,11,NA,NA,8,8,NA,4,5,5,10,10,11,110
83690,4880,BARBER CUT OFF RD NE,Local Access,2,1239,Urban,1239,1 North,1 North,1239,NA,NA,6,2,5,NA,1,2,3,3,1239,3717
83695,12764,TUCKERMAN AVE NE,Local Access,2,815,Urban,815,1 North,1 North,665,3,NA,NA,NA,5,NA,0,1,1,1,665,665
83695,6398,TUCKERMAN AVE NE,Local Access,2,257,Urban,257,1 North,1 North,242,3,NA,NA,NA,5,NA,0,1,1,1,242,242
83697,6929,SIMON PL NE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0
86685,10990,SOUTH KINGSTON RD NE,Minor Collector,2,368,Urban,368,1 North,1 North,368,NA,NA,5,5,6,NA,1,1,2,2,368,736
86685,11947,SOUTH KINGSTON RD NE,Minor Collector,2,245,Urban,245,1 North,1 North,245,NA,NA,5,5,6,NA,1,1,2,2,245,490
82560,6575,NE GRANADA CT,Local Access,2,167,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0
86685,12579,SOUTH KINGSTON RD NE,Minor Collector,2,348,Urban,348,1 North,1 North,348,NA,NA,5,5,6,NA,1,1,2,2,348,696
86691,8896,KIMRE PL NE,Local Access,2,1131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1131,0
58970,10665,COX RD NW,Local Access,1,883,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,883,0
57830,4471,KEGLEY RD NW,Local Access,1,4358,Rural,4358,1 North,1 North,2413,NA,NA,1,1,NA,3,1,1,2,2,2413,4826
58881,7931,ODYSSEY CT NW,Local Access,1,303,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303,0
57770,3574,CLEAR CREEK RD NW,Minor Arterial,1,294,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,294,0
59725,4517,SCANDIA RD NW,Local Access,1,997,Rural,997,1 North,1 North,997,NA,NA,2,2,NA,3,1,1,2,2,997,1994
59725,694,SCANDIA RD NW,Local Access,1,849,Rural,849,1 North,1 North,845,NA,NA,NA,2,NA,3,1,0,1,1,845,845
59725,694,SCANDIA RD NW,Local Access,1,849,Rural,849,1 North,1 North,849,NA,NA,2,NA,NA,3,0,1,1,1,849,849
58821,4455,NW LUOTO CT,Local Access,1,446,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,446,0
57770,1731,CLEAR CREEK RD NW,Minor Arterial,1,1336,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1336,0
58785,4121,KINGSCROSS CIR NW,Local Access,1,2183,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2183,0
58780,2705,UPLAND AVE NW,Local Access,1,351,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,0
58822,10367,NW KATY PL,Local Access,1,545,Rural,545,1 North,1 North,545,NA,NA,4,8,NA,3,5,5,10,10,545,5450
57770,12226,CLEAR CREEK RD NW,Minor Arterial,1,1298,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1298,0
58770,1082,LEVIN RD NW,Local Access,1,1450,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1450,0
86672,2437,NE WHITE HORSE DR,Local Access,1,815,Rural,815,1 North,1 North,815,NA,NA,3,3,NA,3,5,5,10,10,815,8150
86672,2282,NE WHITE HORSE DR,Local Access,1,886,Rural,886,1 North,1 North,886,NA,NA,3,3,NA,3,5,5,10,10,886,8860
80077,8062,NE BEACHWOOD AVE,Local Access,1,546,Rural,546,1 North,1 North,546,NA,NA,1,1,NA,3,1,1,2,2,546,1092
86685,899,SOUTH KINGSTON RD NE,Minor Collector,2,206,Urban,206,1 North,1 North,206,NA,NA,5,5,6,NA,1,1,2,2,206,412
82200,1795,NE ARNESS RD,Local Access,1,831,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,831,0
86685,2861,SOUTH KINGSTON RD NE,Minor Collector,1,718,Rural,718,1 North,1 North,718,NA,NA,4,4,NA,4,5,5,10,10,718,7180
86685,2861,SOUTH KINGSTON RD NE,Minor Collector,1,718,Rural,718,1 North,1 North,0,NA,NA,NA,4,NA,4,5,0,5,5,0,0
86685,4610,SOUTH KINGSTON RD NE,Minor Collector,2,776,Urban,776,1 North,1 North,776,NA,NA,5,5,6,NA,1,1,2,2,776,1552
81630,6273,NE JEFFERSON POINT RD,Local Access,2,655,Urban,655,1 North,1 North,655,NA,NA,4,4,5,NA,1,1,2,2,655,1310
82450,5752,NEWELL LN NE,Local Access,2,514,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,514,0
81630,2874,NE JEFFERSON POINT RD,Local Access,2,394,Urban,394,1 North,1 North,346,NA,NA,4,4,5,NA,1,1,2,2,346,692
81630,2874,NE JEFFERSON POINT RD,Local Access,2,394,Urban,394,1 North,1 North,48,NA,NA,4,4,5,NA,1,1,2,2,48,96
81630,2747,NE JEFFERSON POINT RD,Local Access,2,733,Urban,733,1 North,1 North,733,NA,NA,4,4,5,NA,1,1,2,2,733,1466
82290,5820,NE TULIN RD,Local Access,1,531,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,531,0
80100,5427,NE VIEW RIDGE LN,Local Access,1,572,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,572,0
80079,5162,SEACREST AVE NE,Local Access,1,767,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,767,0
82290,1729,NE TULIN RD,Local Access,1,1491,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1491,0
80410,2544,KITSAP ST NE,Local Access,1,153,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153,0
82290,121,NE TULIN RD,Local Access,1,3034,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3034,0
80415,914,INDIANOLA RD NE,Minor Collector,1,113,Rural,113,1 North,1 North,113,NA,NA,4,4,NA,4,5,5,10,10,113,1130
80415,914,INDIANOLA RD NE,Minor Collector,1,113,Rural,113,1 North,1 North,0,NA,NA,4,4,NA,4,5,5,10,10,0,0
80415,9804,INDIANOLA RD NE,Minor Collector,1,3903,Rural,3903,1 North,1 North,269,NA,NA,4,4,NA,4,5,5,10,10,269,2690
80415,9804,INDIANOLA RD NE,Minor Collector,1,3903,Rural,3903,1 North,1 North,3634,NA,NA,4,4,NA,4,5,5,10,10,3634,36340
83698,5460,NE HANNAH CT,Local Access,2,146,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146,0
82500,1703,MADURA DR NE,Local Access,2,526,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,526,0
82500,1470,MADURA DR NE,Local Access,2,687,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,687,0
82500,1198,MADURA DR NE,Local Access,2,738,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,738,0
82500,12040,MADURA DR NE,Local Access,2,718,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,718,0
82615,8698,NE BRIGANTINE CT,Local Access,2,1079,Urban,1079,1 North,1 North,1079,NA,NA,NA,2,5,NA,1,0,1,1,1079,1079
80089,7149,SEA VISTA NE,Local Access,1,364,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,364,0
82610,12000,JEFFERSON BEACH RD NE,Local Access,1,619,Rural,619,1 North,1 North,619,NA,NA,1,1,NA,3,1,1,2,2,619,1238
81180,11336,NE MARINE VIEW DR,Local Access,1,944,Rural,944,1 North,1 North,666,NA,NA,1,1,NA,3,1,1,2,2,666,1332
81180,11336,NE MARINE VIEW DR,Local Access,1,944,Rural,944,1 North,1 North,278,NA,NA,1,1,NA,3,1,1,2,2,278,556
81880,3860,MARINE VIEW PL NE,Local Access,1,282,Rural,282,1 North,1 North,282,NA,NA,1,1,NA,3,1,1,2,2,282,564
81180,6622,NE MARINE VIEW DR,Local Access,1,269,Rural,269,1 North,1 North,269,NA,NA,1,1,NA,3,1,1,2,2,269,538
86671,11287,NE WEST KINGSTON RD,Major Collector,2,1761,Urban,1761,1 North,1 North,1067,NA,NA,10,10,6,NA,2,2,4,4,1067,4268
86671,11287,NE WEST KINGSTON RD,Major Collector,2,1761,Urban,1761,1 North,1 North,693,NA,NA,10,10,6,NA,2,2,4,4,693,2772
86671,13321,NE WEST KINGSTON RD,Major Collector,2,826,Urban,826,1 North,1 North,460,NA,NA,10,10,6,NA,2,2,4,4,460,1840
86671,13321,NE WEST KINGSTON RD,Major Collector,2,826,Urban,826,1 North,1 North,153,NA,NA,10,10,6,NA,2,2,4,4,153,612
86671,13321,NE WEST KINGSTON RD,Major Collector,2,826,Urban,826,1 North,1 North,211,NA,NA,10,10,6,NA,2,2,4,4,211,844
70370,12102,MILLER BAY RD NE,Major Collector,1,635,Rural,635,1 North,1 North,635,NA,NA,3,3,NA,6,1,1,2,2,635,1270
74640,3481,NE SID PRICE RD,Local Access,1,1167,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1167,0
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,1 North,1 North,532,NA,NA,6,6,6,NA,2,2,4,4,532,2128
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,1 North,1 North,136,NA,NA,10,10,6,NA,2,2,4,4,136,544
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,1 North,1 North,181,NA,NA,10,10,6,NA,2,2,4,4,181,724
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,1 North,1 North,273,NA,NA,6,6,6,NA,2,2,4,4,273,1092
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,1 North,1 North,169,NA,NA,6,6,6,NA,2,2,4,4,169,676
86671,18285,NE WEST KINGSTON RD,Major Collector,2,318,Urban,318,1 North,1 North,292,NA,NA,10,10,6,NA,2,2,4,4,292,1168
86671,18285,NE WEST KINGSTON RD,Major Collector,2,318,Urban,318,1 North,1 North,26,NA,NA,10,10,6,NA,2,2,4,4,26,104
81695,6137,NE HOWARD PL,Local Access,1,492,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,492,0
80410,12843,KITSAP ST NE,Local Access,1,380,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,380,0
82540,10766,NE TAVIRA CT,Local Access,2,105,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,105,0
86685,7603,SOUTH KINGSTON RD NE,Minor Collector,1,1262,Rural,1262,1 North,1 North,1252,NA,NA,2,2,NA,4,1,1,2,2,1252,2504
86685,7603,SOUTH KINGSTON RD NE,Minor Collector,1,1262,Rural,1262,1 North,1 North,10,NA,NA,4,4,NA,4,5,5,10,10,10,100
80060,8106,WOODRUFF PL NE,Local Access,1,334,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,334,0
80077,13037,NE BEACHWOOD AVE,Local Access,1,373,Rural,373,1 North,1 North,373,NA,NA,1,1,NA,3,1,1,2,2,373,746
81750,6655,VIRGINIA AVE NE,Local Access,1,226,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,226,0
86685,12019,SOUTH KINGSTON RD NE,Minor Collector,1,917,Rural,917,1 North,1 North,917,NA,NA,2,2,NA,4,1,1,2,2,917,1834
81915,6408,NE ECKERN PL,Local Access,1,387,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,387,0
81915,16692,NE ECKERN PL,Local Access,1,366,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,366,0
82610,12409,JEFFERSON BEACH RD NE,Local Access,1,758,Rural,758,1 North,1 North,758,NA,NA,1,1,NA,3,1,1,2,2,758,1516
80415,15035,INDIANOLA RD NE,Minor Collector,1,352,Rural,352,1 North,1 North,0,NA,NA,4,NA,NA,4,0,5,5,5,0,0
80415,15035,INDIANOLA RD NE,Minor Collector,1,352,Rural,352,1 North,1 North,352,NA,NA,4,4,NA,4,5,5,10,10,352,3520
80415,13084,INDIANOLA RD NE,Minor Collector,1,430,Rural,430,1 North,1 North,430,NA,NA,4,4,NA,4,5,5,10,10,430,4300
86671,8397,NE WEST KINGSTON RD,Major Collector,2,99,Urban,99,1 North,1 North,99,NA,NA,6,6,6,NA,2,2,4,4,99,396
82490,16732,TAREE DR NE,Local Access,2,1832,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1832,0
86685,15929,SOUTH KINGSTON RD NE,Minor Collector,2,1129,Urban,1129,1 North,1 North,1015,NA,NA,5,5,6,NA,1,1,2,2,1015,2030
86685,15929,SOUTH KINGSTON RD NE,Minor Collector,2,1129,Urban,1129,1 North,1 North,114,NA,NA,5,5,6,NA,1,1,2,2,114,228
82490,5571,TAREE DR NE,Local Access,2,1228,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1228,0
86685,11261,SOUTH KINGSTON RD NE,Minor Collector,1,2595,Rural,2595,1 North,1 North,2595,NA,NA,2,2,NA,4,1,1,2,2,2595,5190
86685,15905,SOUTH KINGSTON RD NE,Minor Collector,1,1911,Rural,1911,1 North,1 North,1911,NA,NA,2,2,NA,4,1,1,2,2,1911,3822
82610,16696,JEFFERSON BEACH RD NE,Local Access,1,460,Rural,460,1 North,1 North,460,NA,NA,1,1,NA,3,1,1,2,2,460,920
82479,10409,NE KLABO RD,Local Access,1,1328,Rural,1328,1 North,1 North,1328,NA,NA,2,2,NA,3,1,1,2,2,1328,2656
57770,10394,CLEAR CREEK RD NW,Minor Arterial,1,1995,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1995,0
58770,139,LEVIN RD NW,Local Access,1,1597,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1597,0
59770,4940,SCANDIA LN NW,Local Access,1,549,Rural,549,1 North,1 North,549,NA,NA,2,2,NA,3,1,1,2,2,549,1098
59725,8445,SCANDIA RD NW,Local Access,1,348,Rural,348,1 North,1 North,348,NA,NA,2,2,NA,3,1,1,2,2,348,696
57770,12164,CLEAR CREEK RD NW,Minor Arterial,1,265,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0
57770,8350,CLEAR CREEK RD NW,Minor Arterial,1,1105,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1105,0
57770,4418,CLEAR CREEK RD NW,Minor Arterial,1,827,Rural,827,1 North,1 North,827,NA,NA,NA,8,NA,4,5,0,5,5,827,4135
57770,4418,CLEAR CREEK RD NW,Minor Arterial,1,827,Rural,827,1 North,1 North,826,NA,NA,8,NA,NA,4,0,5,5,5,826,4130
58770,14976,LEVIN RD NW,Local Access,1,651,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,651,0
59610,15199,PEARSON RD NE,Local Access,1,737,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,737,0
59610,6908,PEARSON RD NE,Local Access,1,893,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,893,0
59700,12936,NW SCANDIA RD,Local Access,1,1089,Rural,1089,1 North,1 North,1089,NA,NA,2,2,NA,3,1,1,2,2,1089,2178
58875,8840,ORWEILER LN NW,Local Access,1,1664,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1664,0
59700,11875,NW SCANDIA RD,Local Access,1,442,Rural,442,1 North,1 North,442,NA,NA,2,2,NA,3,1,1,2,2,442,884
58972,1389,CASSIE PL NW,Local Access,1,1287,Rural,1287,1 North,1 North,1287,NA,NA,3,3,NA,3,5,5,10,10,1287,12870
86685,12026,SOUTH KINGSTON RD NE,Minor Collector,1,991,Rural,991,1 North,1 North,991,NA,NA,2,2,NA,4,1,1,2,2,991,1982
80070,11638,NE BEACHWOOD CT,Local Access,1,134,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,0
80140,10985,CHIEF SAM WILSON WAY NE,Local Access,1,767,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,767,0
81510,10572,DOUGLAS PL NE,Local Access,1,361,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,361,0
80082,10517,APOLLO DR NE,Local Access,1,714,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714,0
82610,10391,JEFFERSON BEACH RD NE,Local Access,1,344,Rural,344,1 North,1 North,344,NA,NA,1,1,NA,3,1,1,2,2,344,688
81630,15970,JEFFERSON POINT RD NE,Local Access,1,702,Rural,702,1 North,1 North,702,NA,NA,3,2,NA,3,1,5,6,6,702,4212
81630,4106,JEFFERSON POINT RD NE,Local Access,1,1197,Rural,1197,1 North,1 North,1197,NA,NA,3,2,NA,3,1,5,6,6,1197,7182
82479,8584,NE KLABO RD,Local Access,1,495,Rural,495,1 North,1 North,10,NA,NA,2,2,NA,3,1,1,2,2,10,20
82479,8584,NE KLABO RD,Local Access,1,495,Rural,495,1 North,1 North,485,NA,NA,2,2,NA,3,1,1,2,2,485,970
70370,8287,MILLER BAY RD NE,Major Collector,1,1434,Rural,1434,1 North,1 North,1434,NA,NA,3,3,NA,6,1,1,2,2,1434,2868
70370,18121,MILLER BAY RD NE,Major Collector,1,146,Rural,146,1 North,1 North,146,NA,NA,3,3,NA,6,1,1,2,2,146,292
82550,1661,TAREE BLVD NE,Local Access,2,1540,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1540,0
82510,5386,NE EL FERRO CT,Local Access,2,177,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,177,0
80120,8386,NE SEAVIEW AVE,Local Access,1,474,Rural,474,1 North,1 North,474,NA,NA,1,1,NA,3,1,1,2,2,474,948
83210,12709,NORMAN RD NE,Local Access,2,1283,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1283,0
80085,5254,NE DEL RAY PL,Local Access,1,133,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,133,0
70370,10405,MILLER BAY RD NE,Major Collector,1,809,Rural,809,1 North,1 North,5,NA,NA,3,3,NA,6,1,1,2,2,5,10
70370,10405,MILLER BAY RD NE,Major Collector,1,809,Rural,809,1 North,1 North,803,NA,NA,3,3,NA,6,1,1,2,2,803,1606
81630,2269,JEFFERSON POINT RD NE,Local Access,1,1611,Rural,1611,1 North,1 North,1611,NA,NA,3,2,NA,3,1,5,6,6,1611,9666
81630,16038,JEFFERSON POINT RD NE,Local Access,1,849,Rural,849,1 North,1 North,849,NA,NA,3,2,NA,3,1,5,6,6,849,5094
86690,16040,HILLBEND LN NE,Local Access,2,798,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,798,0
86690,9452,HILLBEND LN NE,Local Access,2,798,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,798,0
86690,16042,HILLBEND LN NE,Local Access,2,247,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0
