RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
46330,10248,ARNOLD AVE E,Local Access,2,127,Urban,127,Port Orchard UGA,Port Orchard UGA,103,NA,NA,NA,8,5,NA,2,0,2,2,103,206
46330,10248,ARNOLD AVE E,Local Access,2,127,Urban,127,Port Orchard UGA,Port Orchard UGA,55,NA,NA,8,NA,5,NA,0,2,2,2,55,110
46850,12467,LIDSTROM RD SE,Local Access,2,91,Urban,91,Port Orchard UGA,Port Orchard UGA,91,NA,NA,2,2,5,NA,1,1,2,2,91,182
47501,12237,LIDSTROM PL E,Local Access,2,426,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,426,0
43990,8923,FIRCREST DR SE,Local Access,2,275,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,275,0
43507,1429,CATALPA DR SE,Local Access,2,489,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,489,0
46850,3526,LIDSTROM RD E,Local Access,2,594,Urban,594,Port Orchard UGA,Port Orchard UGA,594,NA,NA,2,2,5,NA,1,1,2,2,594,1188
43935,15224,MADRONA DR SE,Local Access,2,580,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,580,0
43935,2872,MADRONA DR SE,Local Access,2,291,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,0
46860,5447,E FAIRHARBOR RD,Local Access,2,155,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155,0
43935,12577,MADRONA DR SE,Local Access,2,412,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,412,0
43980,5620,SE LODGEPOLE CT,Local Access,2,333,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,333,0
42630,5510,SE MAPLE ST,Local Access,2,249,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,249,0
43935,4670,MADRONA DR SE,Local Access,2,327,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327,0
43800,3660,SE TAMARACK DR,Local Access,2,130,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,130,0
43935,3063,MADRONA DR SE,Local Access,2,451,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,451,0
43935,5141,MADRONA DR SE,Local Access,2,166,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0
43935,12575,MADRONA DR SE,Local Access,2,467,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,467,0
42630,1629,SE MAPLE ST,Local Access,2,336,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,336,0
43970,1010,LODGEPOLE DR SE,Local Access,2,695,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,695,0
43463,2647,PARKINGTON PL SE,Local Access,2,193,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,0
43990,11985,FIRCREST DR SE,Local Access,2,854,Urban,854,Port Orchard UGA,Port Orchard UGA,66,NA,NA,5,5,5,NA,2,2,4,4,66,264
43990,7456,FIRCREST DR SE,Local Access,2,1420,Urban,1420,Port Orchard UGA,Port Orchard UGA,7,NA,NA,5,5,5,NA,2,2,4,4,7,28
43990,7456,FIRCREST DR SE,Local Access,2,1420,Urban,1420,Port Orchard UGA,Port Orchard UGA,1412,NA,NA,NA,3,5,NA,1,0,1,1,1412,1412
43990,9219,FIRCREST DR SE,Local Access,2,395,Urban,395,Port Orchard UGA,Port Orchard UGA,395,NA,NA,5,5,5,NA,2,2,4,4,395,1580
43990,12823,FIRCREST DR SE,Local Access,2,561,Urban,561,Port Orchard UGA,Port Orchard UGA,10,NA,3,NA,NA,5,NA,1,0,1,1,10,10
43990,12823,FIRCREST DR SE,Local Access,2,561,Urban,561,Port Orchard UGA,Port Orchard UGA,550,NA,NA,NA,3,5,NA,1,0,1,1,550,550
43990,7788,FIRCREST DR SE,Local Access,2,231,Urban,231,Port Orchard UGA,Port Orchard UGA,220,NA,3,NA,NA,5,NA,1,0,1,1,220,220
43990,7788,FIRCREST DR SE,Local Access,2,231,Urban,231,Port Orchard UGA,Port Orchard UGA,10,NA,NA,4,NA,5,NA,0,1,1,1,10,10
43990,8569,FIRCREST DR SE,Local Access,2,168,Urban,168,Port Orchard UGA,Port Orchard UGA,168,NA,NA,4,NA,5,NA,0,1,1,1,168,168
43990,6837,FIRCREST DR SE,Local Access,2,838,Urban,838,Port Orchard UGA,Port Orchard UGA,830,NA,NA,4,NA,5,NA,0,1,1,1,830,830
43990,7798,FIRCREST DR SE,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
43990,3164,FIRCREST DR SE,Local Access,2,149,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149,0
43990,5711,FIRCREST DR SE,Local Access,2,527,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,527,0
42630,12257,SE MAPLE ST,Local Access,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0
43970,12290,LODGEPOLE DR SE,Local Access,2,242,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,242,0
45720,12244,ASPEN ST SE,Local Access,2,1729,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1729,0
43935,12796,MADRONA DR SE,Local Access,2,446,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,446,0
43103,8723,HILLINGTON CT SE,Local Access,2,149,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149,0
45740,11813,PONDEROSA DR SE,Local Access,2,479,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479,0
46230,11634,EDWARDS CT E,Local Access,2,443,Urban,443,Port Orchard UGA,Port Orchard UGA,443,NA,NA,1,1,5,NA,1,1,2,2,443,886
43441,6176,WESTMINSTER DR SE,Local Access,2,891,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,891,0
43102,7369,SE YORKSHIRE AVE,Local Access,2,160,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,160,0
41300,11520,SE BECK ST,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0
43935,11457,MADRONA DR SE,Local Access,2,856,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,856,0
43935,11272,MADRONA DR SE,Local Access,2,165,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165,0
43935,7688,MADRONA DR SE,Local Access,2,398,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,398,0
43790,11976,FERN CT SE,Local Access,2,89,Urban,89,Port Orchard UGA,Port Orchard UGA,75,NA,NA,17,17,5,NA,2,2,4,4,75,300
43370,12362,SE PINE TREE DR,Local Access,2,327,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327,0
43370,9702,SE PINE TREE DR,Local Access,2,551,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,551,0
42540,8744,SE DOWNING PL,Local Access,2,336,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,336,0
43340,3594,SE JUNIPER CT,Local Access,2,610,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,610,0
43935,9354,MADRONA DR SE,Local Access,2,141,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,141,0
45740,4783,PONDEROSA DR SE,Local Access,2,633,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,633,0
47500,9778,E LIDSTROM HILL RD,Local Access,2,188,Urban,188,Port Orchard UGA,Port Orchard UGA,2,NA,NA,2,1,5,NA,1,1,2,2,2,4
43800,8203,SE TAMARACK DR,Local Access,2,299,Urban,299,Port Orchard UGA,Port Orchard UGA,133,NA,NA,3,3,5,NA,1,1,2,2,133,266
46110,12351,PARK AVE E,Local Access,2,257,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,257,0
43445,15579,WESTMINSTER DR SE,Local Access,0,77,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77,0
42050,2912,SE HORSTMAN RD,Local Access,2,670,Urban,670,Port Orchard UGA,Port Orchard UGA,29,NA,NA,1,1,5,NA,1,1,2,2,29,58
41570,5355,LINCOLN AVE SE,Major Collector,2,277,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,277,0
41570,3180,LINCOLN AVE SE,Major Collector,2,688,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,688,0
42270,4505,EVERGREEN AVE SE,Local Access,2,1251,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1251,0
46280,10431,E 1ST ST,Local Access,2,311,Urban,311,Port Orchard UGA,Port Orchard UGA,157,NA,NA,2,2,5,NA,1,1,2,2,157,314
46280,10431,E 1ST ST,Local Access,2,311,Urban,311,Port Orchard UGA,Port Orchard UGA,153,NA,NA,2,2,5,NA,1,1,2,2,153,306
46280,10431,E 1ST ST,Local Access,2,311,Urban,311,Port Orchard UGA,Port Orchard UGA,0,NA,NA,2,2,5,NA,1,1,2,2,0,0
46870,2202,E SANDBAR CT,Local Access,2,152,Urban,152,Port Orchard UGA,Port Orchard UGA,152,NA,NA,2,2,5,NA,1,1,2,2,152,304
46280,3283,E 1ST ST,Local Access,2,305,Urban,305,Port Orchard UGA,Port Orchard UGA,304,NA,NA,2,2,5,NA,1,1,2,2,304,608
46870,2797,E SANDBAR CT,Local Access,2,201,Urban,201,Port Orchard UGA,Port Orchard UGA,201,NA,NA,2,2,5,NA,1,1,2,2,201,402
42630,8855,SE MAPLE ST,Local Access,2,255,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,255,0
45740,8572,PONDEROSA DR SE,Local Access,2,291,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,0
46660,9829,MEDALLION PL E,Local Access,2,340,Urban,340,Port Orchard UGA,Port Orchard UGA,322,NA,NA,4,NA,5,NA,0,1,1,1,322,322
47500,7817,E LIDSTROM HILL RD,Local Access,2,424,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,424,0
46870,11544,E SANDBAR CT,Local Access,2,193,Urban,193,Port Orchard UGA,Port Orchard UGA,4,NA,3,NA,NA,5,NA,1,0,1,1,4,4
46870,11544,E SANDBAR CT,Local Access,2,193,Urban,193,Port Orchard UGA,Port Orchard UGA,193,NA,NA,2,2,5,NA,1,1,2,2,193,386
46850,9558,LIDSTROM RD SE,Local Access,2,524,Urban,524,Port Orchard UGA,Port Orchard UGA,6,NA,NA,2,2,5,NA,1,1,2,2,6,12
46850,9558,LIDSTROM RD SE,Local Access,2,524,Urban,524,Port Orchard UGA,Port Orchard UGA,475,NA,NA,3,2,5,NA,1,1,2,2,475,950
43935,5648,MADRONA DR SE,Local Access,2,376,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,376,0
43935,5664,MADRONA DR SE,Local Access,2,279,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,279,0
3048,4898,SE ELLIS CT,Local Access,2,787,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,787,0
43990,14197,FIRCREST DR SE,Local Access,2,71,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71,0
100,14202,GUY WETZEL ST E,Local Access,2,94,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94,0
42910,12868,JACKSON AVE SE,Minor Arterial,2,68,Urban,68,Port Orchard UGA,Port Orchard UGA,68,NA,NA,3,3,6,NA,1,1,2,2,68,136
100,18643,SK MALL ACCESS RD,Local Access,2,33,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33,0
100,18613,LAWRENCE ST,Local Access,2,26,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0
100,19029,LEADER INTERNATIONAL DR,Local Access,2,30,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0
40990,5634,MITCHELL RD SE,Major Collector,2,98,Urban,98,Port Orchard UGA,Port Orchard UGA,98,NA,NA,3,3,6,NA,1,1,2,2,98,196
41130,15932,HOOVER AVE SE,Local Access,2,1278,Urban,1278,Port Orchard UGA,Port Orchard UGA,1276,NA,3,NA,NA,5,NA,1,0,1,1,1276,1276
43470,1334,SE CASTLEWOOD DR,Local Access,2,504,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,504,0
43470,8734,SE CASTLEWOOD DR,Local Access,2,672,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,672,0
46855,780,VISTA RAMA DR E,Local Access,2,253,Urban,253,Port Orchard UGA,Port Orchard UGA,253,NA,NA,1,1,5,NA,1,1,2,2,253,506
47530,10135,RAMA DR E,Local Access,2,1103,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1103,0
42510,11394,BEACH DR E,Minor Arterial,2,639,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,639,0
42510,1300,BEACH DR E,Minor Arterial,2,877,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,877,0
40491,14299,SE BASIL CT,Local Access,2,124,Urban,124,Port Orchard UGA,Port Orchard UGA,116,NA,5,NA,NA,5,NA,5,0,5,5,116,580
41730,1066,JEFFERSON AVE SE,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0
41730,11834,JEFFERSON AVE SE,Local Access,2,131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,0
41730,5011,JEFFERSON AVE SE,Local Access,2,112,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,0
41300,8343,SE BECK ST,Local Access,2,368,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,368,0
41650,10221,GLENN CT SE,Local Access,2,292,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,0
42510,4355,BEACH DR E,Minor Arterial,2,982,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,982,0
41735,10628,HARDING AVE SE,Local Access,2,254,Urban,254,Port Orchard UGA,Port Orchard UGA,178,NA,5,NA,NA,5,NA,5,0,5,5,178,890
40491,14283,SE BASIL CT,Local Access,2,169,Urban,169,Port Orchard UGA,Port Orchard UGA,78,NA,5,NA,NA,5,NA,5,0,5,5,78,390
41730,4912,JEFFERSON AVE SE,Local Access,2,381,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,381,0
41810,2793,GILLETTE DR SE,Local Access,2,315,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,315,0
41735,15433,HARDING AVE SE,Local Access,2,575,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,575,0
46140,3166,MAPLE AVE E,Local Access,2,351,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,0
46630,14249,HENRY HANSON RD E,Local Access,2,755,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,755,0
46760,13101,SE HARRIET ST,Local Access,2,260,Urban,260,Port Orchard UGA,Port Orchard UGA,260,NA,NA,1,1,5,NA,1,1,2,2,260,520
43460,12069,SE CONIFER PARK DR,Local Access,2,582,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,582,0
43460,7473,SE CONIFER PARK DR,Local Access,2,150,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,0
46930,6371,MARLIN DR SE,Local Access,2,414,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,414,0
46760,9444,SE HARRIET ST,Local Access,2,248,Urban,248,Port Orchard UGA,Port Orchard UGA,0,NA,NA,1,1,5,NA,1,1,2,2,0,0
46760,1130,SE HARRIET ST,Local Access,2,665,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,665,0
43460,10317,SE CONIFER PARK DR,Local Access,2,101,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,101,0
43460,8827,SE CONIFER PARK DR,Local Access,2,387,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,387,0
43511,9939,SE BASSWOOD LN,Local Access,2,574,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,574,0
41570,4228,LINCOLN AVE SE,Major Collector,2,978,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0
43585,6885,SE TENNIS CT,Local Access,2,151,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,0
41130,4746,HOOVER AVE SE,Local Access,2,714,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714,0
43370,1487,PINE TREE DR SE,Local Access,2,304,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,0
41570,2414,LINCOLN AVE SE,Major Collector,2,476,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,476,0
41070,3492,GREENDALE DR SE,Local Access,2,167,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0
42910,9103,JACKSON AVE SE,Minor Arterial,2,668,Urban,668,Port Orchard UGA,Port Orchard UGA,107,NA,NA,3,3,6,NA,1,1,2,2,107,214
42910,9103,JACKSON AVE SE,Minor Arterial,2,668,Urban,668,Port Orchard UGA,Port Orchard UGA,560,NA,NA,3,3,6,NA,1,1,2,2,560,1120
43936,15360,KELOWNA PL SE,Local Access,2,745,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,745,0
43936,15361,KELOWNA PL SE,Local Access,2,104,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,104,0
45720,14352,ASPEN ST SE,Local Access,2,1652,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1652,0
42910,14540,JACKSON AVE SE,Minor Arterial,2,662,Urban,662,Port Orchard UGA,Port Orchard UGA,662,NA,NA,3,3,6,NA,1,1,2,2,662,1324
41570,466,LINCOLN AVE SE,Major Collector,2,1041,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1041,0
41450,9297,MCKINLEY PL SE,Local Access,2,810,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,810,0
41450,7360,MCKINLEY PL SE,Local Access,2,374,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,374,0
42710,4647,HIGGINS RD SE,Local Access,2,331,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,331,0
43443,9410,LANCASHIRE CT SE,Local Access,2,419,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,419,0
42009,8487,OLNEY AVE E,Major Collector,2,305,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,305,0
41570,2480,LINCOLN AVE SE,Major Collector,2,529,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,529,0
46874,4560,TIDEPOOL PL E,Local Access,2,720,Urban,720,Port Orchard UGA,Port Orchard UGA,707,NA,NA,2,2,5,NA,1,1,2,2,707,1414
45720,14339,ASPEN ST SE,Local Access,2,508,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,508,0
45720,3665,ASPEN ST SE,Local Access,2,585,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,585,0
42009,5273,OLNEY AVE E,Major Collector,2,433,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,433,0
33350,4170,PHILLIPS RD SE,Local Access,2,279,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,279,0
43370,2933,PINE TREE DR SE,Local Access,2,303,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303,0
42050,4978,SE HORSTMAN RD,Local Access,2,536,Urban,536,Port Orchard UGA,Port Orchard UGA,536,NA,NA,1,1,5,NA,1,1,2,2,536,1072
42009,3756,OLNEY AVE E,Major Collector,2,383,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,383,0
43580,3659,RED SPRUCE DR SE,Local Access,2,470,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,470,0
41070,1511,GREENDALE DR SE,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0
46820,5863,SE LOVELL ST,Local Access,2,707,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,707,0
46890,7178,WARNER AVE SE,Local Access,2,149,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149,0
46890,12923,WARNER AVE SE,Local Access,2,408,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,408,0
47010,607,BABY DOLL RD SE,Local Access,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0
46730,608,RUSSELL AVE SE,Local Access,2,510,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,510,0
47500,13098,E LIDSTROM HILL RD,Local Access,2,446,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,446,0
43010,14355,FRONTAGE RD SE,Local Access,2,837,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,837,0
43440,3670,SE BUCKINGHAM DR,Local Access,2,269,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269,0
43471,4335,MAPLE CREST LN SE,Local Access,2,302,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,302,0
43471,4751,MAPLE CREST LN SE,Local Access,2,76,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76,0
43472,5588,SE CAMERON PL,Local Access,2,349,Urban,349,Port Orchard UGA,Port Orchard UGA,338,NA,NA,1,1,5,NA,1,1,2,2,338,676
43464,5674,SE EMPRESS CT,Local Access,2,492,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,492,0
43465,7254,SE SAXON CT,Local Access,2,549,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,549,0
43440,9171,SE BUCKINGHAM DR,Local Access,2,250,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,0
43462,11063,SE HATHAWAY CT,Local Access,2,131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,0
43471,11667,MAPLE CREST LN SE,Local Access,2,269,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269,0
43446,12015,SE RED FOX PL,Local Access,2,438,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,438,0
40700,4716,SE LUND AVE,Major Collector,2,276,Urban,276,Port Orchard UGA,Port Orchard UGA,276,NA,NA,5,5,6,NA,1,1,2,2,276,552
43770,3028,SEQUOIA ST SE,Local Access,2,197,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,197,0
43370,8383,PINE TREE DR SE,Local Access,2,1376,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1376,0
43570,11562,PARKWOOD DR SE,Local Access,2,1283,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1283,0
46090,8922,RETSIL RD E,Major Collector,2,259,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,259,0
46090,2911,RETSIL RD E,Major Collector,2,105,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,105,0
46090,96,RETSIL RD E,Major Collector,2,176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
46090,9624,RETSIL RD E,Major Collector,2,405,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,405,0
46090,11943,RETSIL RD E,Major Collector,2,295,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,295,0
46090,12075,RETSIL RD E,Major Collector,2,217,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,217,0
46090,768,RETSIL RD E,Major Collector,2,317,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,317,0
43104,1289,GUILDFORE CT SE,Local Access,2,143,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143,0
46110,9923,PARK AVE E,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
46110,11352,PARK AVE E,Local Access,2,337,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,337,0
43390,450,PINE CONE CT SE,Local Access,2,151,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,0
43935,523,MADRONA DR SE,Local Access,2,460,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,460,0
43935,3103,MADRONA DR SE,Local Access,2,331,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,331,0
43935,5495,MADRONA DR SE,Local Access,2,544,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,544,0
